file_name,candidate_window_count,selected_event_count,threshold
20221018_121010.mat,25125,130,0.0009298569144674158
20221018_121015.mat,25125,150,0.000932870734444287
20221018_121020.mat,25125,244,0.0009479388536789231
20221018_121025.mat,25125,378,0.000957728696404093
20221018_121030.mat,25125,524,0.0009745970779251505
20221018_121035.mat,25125,385,0.0009652248220778782
20221018_121040.mat,25125,463,0.0009752744840733454
20221018_121045.mat,25125,471,0.000974518228348675
20221018_121050.mat,25125,578,0.0009826465747727012
20221018_121055.mat,25125,604,0.0009827771734651825
20221018_121100.mat,25125,684,0.0009918382470110467
20221018_121105.mat,25125,640,0.0009884677451573063
20221018_121110.mat,25125,598,0.0009907104759851613
20221018_121115.mat,25125,651,0.0009945684240380438
20221018_121120.mat,25125,687,0.0009989272949905482
20221018_121125.mat,25125,876,0.0010006814452969005
20221018_121130.mat,25125,876,0.0010092452408268673
20221018_121135.mat,25125,1217,0.0010231709382155121
20221018_121140.mat,25125,2040,0.0010685357429637337
20221018_121145.mat,25125,1999,0.0010644406586141544
20221018_121150.mat,25125,2543,0.0010977886224141447
20221018_121155.mat,25125,2527,0.0010956273399351736
20221018_121200.mat,25125,1997,0.0010639270683393933
20221018_121205.mat,25125,2490,0.0011013556668785143
20221018_121210.mat,25125,3050,0.001149941051903416
20221018_121215.mat,25125,3708,0.001324314293234984
20221018_121220.mat,25125,4788,0.0015615205260791827
20221018_121225.mat,25125,2474,0.0011340985024819647
20221018_121230.mat,25125,4307,0.0018939630470343786
20221018_121235.mat,25125,2703,0.0012745323927824959
20221018_121240.mat,25125,3329,0.0014810809890882697
20221018_121245.mat,25125,3822,0.001633901757808585
20221018_121250.mat,25125,3988,0.003593105884036609
20221018_121255.mat,25125,2916,0.002755079125863054
20221018_121300.mat,25125,3278,0.004829012334450619
20221018_121305.mat,25125,2661,0.0023522534602887554
20221018_121310.mat,25125,2313,0.0022557062456964906
20221018_121315.mat,25125,2927,0.004812527677547553
20221018_121320.mat,25125,3104,0.0025832393334784876
20221018_121325.mat,25125,544,0.0009458832381150376
20221018_121330.mat,25125,28,0.000932659764648211
